Pt_Muon_Matched
14.0264
17.8413
10.8768
25.0509
20.7422
6.46213
8.21647
8.29
28.4547
24.924
8.55417
24.7935
17.8122
16.6271
27.891
22.4251
11.9612
23.1729
20.4896
25.9285
13.6259
7.399
25.887
22.169
13.6753
17.1475
13.6515
22.5929
27.0662
27.6758
22.8434
24.2671
13.5623
8.36905
12.4078
28.5451
17.6605
10.8623
13.3178
22.7225
9.03748
24.0647
20.1187
15.9413
10.4619
8.73285
23.1958
18.7833
7.51212
24.8716
10.8993
17.9472
16.5754
6.01698
27.5587
14.5848
10.8681
22.4197
19.1229
14.4759
11.9844
8.1964
26.525
22.9719
23.4145
7.36069
29.9616
10.8179
21.901
26.0595
27.017
21.1763
17.9405
23.5725
11.6914
23.3482
29.0056
26.1746
26.0028
9.47935
10.8117
18.7834
18.8351
28.0869
10.0306
23.8167
7.22804
18.8542
23.6566
26.1918
23.207
25.3279
24.6325
29.524
18.4604
11.337
15.3854
21.882
28.968
19.8257
16.0611
18.6048
19.3483
28.0521
11.0238
27.7741
7.42814
11.374
13.9432
18.5164
28.6162
26.1521
10.427
15.2307
25.2407
28.5389
9.11607
24.772
8.97247
7.92023
21.2597
24.0914
18.2848
11.5386
8.86984
19.7859
16.0619
15.2414
15.3707
14.3395
8.6997
10.5357
16.4677
12.4294
13.0319
23.7328
14.379
18.1621
6.34017
24.0931
10.3085
21.8726
18.9381
23.8738
17.7334
14.9064
10.7701
8.86232
28.3063
8.80995
23.5381
8.24297
12.6879
21.7038
21.7175
11.4662
15.0614
15.0469
12.2196
7.85507
14.3956
17.4506
15.2137
29.2534
28.0005
10.5258
25.8052
19.1757
20.4694
14.7572
22.4481
10.4061
23.28
17.4262
24.5771
6.85624
12.0583
12.45
24.0219
24.7853
14.1031
20.8198
18.1601
6.67555
28.0008
11.5335
18.6181
10.1215
12.4457
22.8058
10.6031
21.3134
22.2776
9.77599
20.6073
17.3459
26.7836
17.6572
11.022
21.8524
22.0898
23.5738
20.8006
7.64815
20.5854
20.8851
23.2812
11.3141
18.9306
26.6175
8.80245
15.2707
8.63823
6.94752
7.84615
8.91332
9.62566
9.97503
25.8861
8.23827
27.2506
28.4849
15.2825
21.5648
10.1127
9.02337
15.2407
25.788
11.7107
11.0509
9.9739
20.2273
29.3469
28.2153
7.95904
14.6902
20.8503
14.7277
27.8194
15.8389
13.8374
