IPt_Muon
0.0712941
0.0560498
0.0919387
0.0399187
0.0482108
0.154748
0.121707
0.120627
0.0351436
0.040122
0.116902
0.0403331
0.0561414
0.0601427
0.0358538
0.0445929
0.0836036
0.0431538
0.0488054
0.0385675
0.0733894
0.135153
0.0386294
0.045108
0.0731246
0.0583174
0.0732522
0.0442617
0.0369464
0.0361326
0.0437762
0.0412081
0.073734
0.119488
0.0805942
0.0350323
0.0566236
0.0920612
0.0750875
0.0440093
0.11065
0.0415547
0.049705
0.0627301
0.0955847
0.11451
0.0431112
0.0532387
0.133118
0.0402065
0.0917492
0.0557188
0.0603302
0.166196
0.0362862
0.0685647
0.0920121
0.0446036
0.0522933
0.0690804
0.0834415
0.122005
0.0377002
0.0435314
0.0427087
0.135857
0.033376
0.0924393
0.0456601
0.0383737
0.0370138
0.0472227
0.0557397
0.0424224
0.0855331
0.0428298
0.0344761
0.038205
0.0384574
0.105492
0.0924923
0.0532384
0.0530923
0.0356038
0.0996954
0.0419874
0.13835
0.0530385
0.0422714
0.0381799
0.0430905
0.0394821
0.0405968
0.0338707
0.0541701
0.0882071
0.0649969
0.0456996
0.0345208
0.0504395
0.0622621
0.0537496
0.0516843
0.035648
0.0907126
0.0360048
0.134623
0.0879196
0.0717197
0.0540061
0.0349452
0.0382378
0.0959048
0.0656571
0.0396186
0.0350398
0.109696
0.0403681
0.111452
0.126259
0.0470373
0.0415085
0.0546901
0.0866658
0.112742
0.050541
0.0622592
0.0656108
0.0650587
0.0697376
0.114947
0.0949155
0.0607251
0.0804545
0.0767346
0.0421357
0.069546
0.0550598
0.157724
0.0415057
0.097007
0.0457193
0.0528037
0.0418869
0.0563908
0.0670851
0.0928498
0.112837
0.0353279
0.113508
0.0424843
0.121316
0.0788152
0.0460749
0.0460458
0.0872127
0.0663948
0.066459
0.0818358
0.127306
0.0694656
0.0573045
0.0657302
0.0341841
0.0357136
0.095005
0.0387519
0.0521494
0.0488533
0.0677636
0.0445472
0.0960973
0.0429553
0.0573848
0.0406883
0.145853
0.0829303
0.0803215
0.0416286
0.0403464
0.0709063
0.0480313
0.0550657
0.1498
0.0357133
